Date,Decibel
2024-07-12 13:22:58,53.1
2024-07-12 13:22:58,52.8
2024-07-12 13:22:58,52.5
2024-07-12 13:22:58,53.3
2024-07-12 13:22:58,52.6
2024-07-12 13:22:58,55.4
2024-07-12 13:22:59,53.2
2024-07-12 13:22:59,53.4
2024-07-12 13:26:44,53.3
2024-07-12 13:26:44,53.3
2024-07-12 13:26:44,53.2
2024-07-12 13:26:44,53.5
2024-07-12 13:26:44,52.9
2024-07-12 13:26:44,53.0
2024-07-12 13:26:45,53.5
2024-07-12 13:26:45,53.3
2024-07-12 13:26:45,53.4
2024-07-12 13:26:45,52.8
2024-07-12 13:26:45,53.4
2024-07-12 13:26:45,52.3
2024-07-12 13:26:45,53.7
2024-07-12 13:26:46,53.1
2024-07-12 13:26:46,52.5
2024-07-12 13:26:46,52.6
2024-07-12 13:26:46,52.8
2024-07-12 13:26:46,52.2
2024-07-12 13:26:46,52.8
2024-07-12 13:26:46,52.9
2024-07-12 13:26:47,52.3
2024-07-12 13:26:47,52.8
2024-07-12 13:26:47,52.9
2024-07-12 13:26:47,52.8
2024-07-12 13:26:47,53.1
2024-07-12 13:26:47,52.9
2024-07-12 13:26:47,53.1
2024-07-12 13:26:48,52.9
2024-07-12 13:26:48,53.0
2024-07-12 13:26:48,52.2
2024-07-12 13:26:48,52.9
2024-07-12 13:26:48,52.6
2024-07-12 13:26:48,52.9
2024-07-12 13:26:48,53.5
2024-07-12 13:26:49,52.7
2024-07-12 13:26:49,52.7
2024-07-12 13:26:49,53.1
2024-07-12 13:26:49,53.1
2024-07-12 13:26:49,53.5
2024-07-12 13:26:49,52.6
2024-07-12 13:26:49,54.2
2024-07-12 13:26:50,53.3
2024-07-12 13:26:50,52.9
2024-07-12 13:26:50,52.7
2024-07-12 13:26:50,53.4
2024-07-12 13:26:50,55.6
2024-07-12 13:26:50,55.1
2024-07-12 13:26:50,52.9
2024-07-12 13:26:51,53.2
2024-07-12 13:26:51,53.1
2024-07-12 13:26:51,52.3
2024-07-12 13:26:51,52.8
2024-07-12 13:26:51,52.5
2024-07-12 13:26:51,53.6
2024-07-12 13:26:51,52.7
2024-07-12 13:26:52,52.5
2024-07-12 13:26:52,52.6
2024-07-12 13:26:52,53.6
2024-07-12 13:26:52,53.0
2024-07-12 13:26:52,52.6
2024-07-12 13:26:52,53.0
2024-07-12 13:26:52,52.2
2024-07-12 13:26:53,53.1
2024-07-12 13:26:53,52.6
2024-07-12 13:26:53,53.2
2024-07-12 13:26:53,53.4
2024-07-12 13:26:53,53.9
2024-07-12 13:26:53,52.8
2024-07-12 13:26:53,52.8
2024-07-12 13:26:54,53.5
2024-07-12 13:26:54,52.9
2024-07-12 13:26:54,52.4
2024-07-12 13:26:54,53.6
2024-07-12 13:26:54,52.0
2024-07-12 13:26:54,55.5
2024-07-12 13:26:54,60.2
2024-07-12 13:26:55,62.9
2024-07-12 13:26:55,62.5
2024-07-12 13:26:55,55.4
2024-07-12 13:26:55,52.7
2024-07-12 13:26:55,52.9
2024-07-12 13:26:55,53.7
2024-07-12 13:26:55,53.2
2024-07-12 13:26:56,52.6
